
--- [START 2022-07-26_01-36-09] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1658770570
		torch.__version__              = 1.12.0+cu113
		torch.version.cuda             = 11.3
		torch.backends.cudnn.version() = 8302
		os['CUDA_VISIBLE_DEVICES']     = 0
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Quadro RTX 8000', major=7, minor=5, total_memory=48601MB, multi_processor_count=72)


	__file__ = /home/user/share1/kaggle/2022/hubmap-organ-segmentation/code/hubmap-dummy-01/segformer-mit/run_train_fold3.py
	out_dir  = /home/user/share1/kaggle/2022/hubmap-organ-segmentation/result/run20/segformer-mit-b2-aux5-768/fold-3

** dataset setting **
fold = 3
train_dataset : 
	len = 281
                  kidney  80 (0.285) 
                prostate  73 (0.260) 
          largeintestine  48 (0.171) 
                  spleen  42 (0.149) 
                    lung  38 (0.135) 

valid_dataset : 
	len = 70
                  kidney  19 (0.271) 
                prostate  20 (0.286) 
          largeintestine  10 (0.143) 
                  spleen  11 (0.157) 
                    lung  10 (0.143) 


** net setting **
	initial_checkpoint = None

optimizer
  AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 5e-05
    maximize: False
    weight_decay: 0.01
)

** start training here! **
   batch_size = 6 
   experiment = ['segformer-mit', 'run_train_fold3.py']
                     |-------------- VALID---------|---- TRAIN/BATCH ----------------
rate     iter  epoch | dice   loss   tp     tn     | loss           | time           
-------------------------------------------------------------------------------------
5.00e-5   00004968* 108.00 | 0.752  0.081  0.0000  0.000   | 0.051  0.058   |  0 hr 46 min
5.00e-5   00005106* 111.00 | 0.750  0.082  0.0000  0.000   | 0.055  0.061   |  0 hr 47 min
5.00e-5   00005244* 114.00 | 0.752  0.084  0.0000  0.000   | 0.052  0.058   |  0 hr 49 min
5.00e-5   00005382* 117.00 | 0.755  0.090  0.0000  0.000   | 0.049  0.056   |  0 hr 50 min
5.00e-5   00005520* 120.00 | 0.744  0.086  0.0000  0.000   | 0.048  0.055   |  0 hr 51 min
5.00e-5   00005658* 123.00 | 0.756  0.086  0.0000  0.000   | 0.051  0.058   |  0 hr 52 min
5.00e-5   00005796* 126.00 | 0.766  0.091  0.0000  0.000   | 0.047  0.054   |  0 hr 54 min
5.00e-5   00005934* 129.00 | 0.759  0.092  0.0000  0.000   | 0.046  0.054   |  0 hr 55 min
5.00e-5   00006072* 132.00 | 0.755  0.090  0.0000  0.000   | 0.044  0.050   |  0 hr 56 min
5.00e-5   00006210* 135.00 | 0.745  0.093  0.0000  0.000   | 0.046  0.053   |  0 hr 58 min
5.00e-5   00006348* 138.00 | 0.751  0.088  0.0000  0.000   | 0.050  0.054   |  0 hr 59 min
5.00e-5   00006486* 141.00 | 0.758  0.087  0.0000  0.000   | 0.058  0.063   |  1 hr 00 min
5.00e-5   00006624* 144.00 | 0.753  0.098  0.0000  0.000   | 0.047  0.054   |  1 hr 02 min
5.00e-5   00006762* 147.00 | 0.727  0.111  0.0000  0.000   | 0.044  0.050   |  1 hr 03 min
5.00e-5   00006900* 150.00 | 0.752  0.094  0.0000  0.000   | 0.047  0.053   |  1 hr 04 min
5.00e-5   00007038* 153.00 | 0.745  0.091  0.0000  0.000   | 0.045  0.052   |  1 hr 05 min
5.00e-5   00007176* 156.00 | 0.763  0.089  0.0000  0.000   | 0.047  0.055   |  1 hr 07 min
5.00e-5   00007314* 159.00 | 0.762  0.084  0.0000  0.000   | 0.044  0.052   |  1 hr 08 min
5.00e-5   00007452* 162.00 | 0.766  0.094  0.0000  0.000   | 0.043  0.050   |  1 hr 09 min
5.00e-5   00007590* 165.00 | 0.763  0.090  0.0000  0.000   | 0.049  0.055   |  1 hr 11 min
5.00e-5   00007728* 168.00 | 0.755  0.095  0.0000  0.000   | 0.043  0.049   |  1 hr 12 min
5.00e-5   00007866* 171.00 | 0.765  0.094  0.0000  0.000   | 0.040  0.047   |  1 hr 13 min
5.00e-5   00008004* 174.00 | 0.759  0.087  0.0000  0.000   | 0.046  0.052   |  1 hr 14 min
5.00e-5   00008142* 177.00 | 0.756  0.091  0.0000  0.000   | 0.045  0.053   |  1 hr 16 min
5.00e-5   00008280* 180.00 | 0.757  0.092  0.0000  0.000   | 0.042  0.050   |  1 hr 17 min
5.00e-5   00008418* 183.00 | 0.758  0.098  0.0000  0.000   | 0.050  0.057   |  1 hr 18 min
5.00e-5   00008556* 186.00 | 0.756  0.088  0.0000  0.000   | 0.039  0.046   |  1 hr 20 min
5.00e-5   00008694* 189.00 | 0.771  0.097  0.0000  0.000   | 0.039  0.046   |  1 hr 21 min
5.00e-5   00008832* 192.00 | 0.763  0.095  0.0000  0.000   | 0.041  0.048   |  1 hr 22 min
5.00e-5   00008970* 195.00 | 0.759  0.099  0.0000  0.000   | 0.039  0.048   |  1 hr 23 min
5.00e-5   00009108* 198.00 | 0.763  0.101  0.0000  0.000   | 0.041  0.048   |  1 hr 25 min
5.00e-5   00009246* 201.00 | 0.761  0.103  0.0000  0.000   | 0.039  0.046   |  1 hr 26 min
5.00e-5   00009384* 204.00 | 0.759  0.101  0.0000  0.000   | 0.037  0.046   |  1 hr 27 min
5.00e-5   00009522* 207.00 | 0.759  0.101  0.0000  0.000   | 0.038  0.045   |  1 hr 29 min
5.00e-5   00009660* 210.00 | 0.769  0.110  0.0000  0.000   | 0.037  0.044   |  1 hr 30 min
5.00e-5   00009798* 213.00 | 0.753  0.101  0.0000  0.000   | 0.037  0.045   |  1 hr 31 min
5.00e-5   00009936* 216.00 | 0.758  0.099  0.0000  0.000   | 0.037  0.044   |  1 hr 32 min
5.00e-5   00010074* 219.00 | 0.751  0.108  0.0000  0.000   | 0.044  0.051   |  1 hr 34 min
5.00e-5   00010212* 222.00 | 0.749  0.092  0.0000  0.000   | 0.053  0.057   |  1 hr 35 min
5.00e-5   00010350* 225.00 | 0.762  0.096  0.0000  0.000   | 0.046  0.053   |  1 hr 36 min
5.00e-5   00010488* 228.00 | 0.771  0.098  0.0000  0.000   | 0.038  0.045   |  1 hr 38 min
5.00e-5   00010626* 231.00 | 0.769  0.099  0.0000  0.000   | 0.036  0.045   |  1 hr 39 min
5.00e-5   00010764* 234.00 | 0.768  0.104  0.0000  0.000   | 0.036  0.044   |  1 hr 40 min
5.00e-5   00010902* 237.00 | 0.765  0.105  0.0000  0.000   | 0.039  0.047   |  1 hr 42 min
5.00e-5   00011040* 240.00 | 0.772  0.100  0.0000  0.000   | 0.037  0.044   |  1 hr 43 min
5.00e-5   00011178* 243.00 | 0.763  0.097  0.0000  0.000   | 0.038  0.048   |  1 hr 44 min
5.00e-5   00011316* 246.00 | 0.755  0.101  0.0000  0.000   | 0.039  0.046   |  1 hr 45 min
5.00e-5   00011454* 249.00 | 0.764  0.100  0.0000  0.000   | 0.043  0.051   |  1 hr 47 min
5.00e-5   00011592* 252.00 | 0.767  0.102  0.0000  0.000   | 0.036  0.043   |  1 hr 48 min
5.00e-5   00011730* 255.00 | 0.772  0.106  0.0000  0.000   | 0.036  0.045   |  1 hr 49 min
