
--- [START 2022-07-25_23-01-20] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1658761281
		torch.__version__              = 1.12.0+cu113
		torch.version.cuda             = 11.3
		torch.backends.cudnn.version() = 8302
		os['CUDA_VISIBLE_DEVICES']     = 0
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Quadro RTX 8000', major=7, minor=5, total_memory=48601MB, multi_processor_count=72)


	__file__ = /home/user/share1/kaggle/2022/hubmap-organ-segmentation/code/hubmap-dummy-01/segformer-mit/run_train_fold1.py
	out_dir  = /home/user/share1/kaggle/2022/hubmap-organ-segmentation/result/run20/segformer-mit-b2-aux5-768/fold-1

** dataset setting **
fold = 1
train_dataset : 
	len = 281
                  kidney  76 (0.270) 
                prostate  78 (0.278) 
          largeintestine  49 (0.174) 
                  spleen  36 (0.128) 
                    lung  42 (0.149) 

valid_dataset : 
	len = 70
                  kidney  23 (0.329) 
                prostate  15 (0.214) 
          largeintestine   9 (0.129) 
                  spleen  17 (0.243) 
                    lung   6 (0.086) 


** net setting **
	initial_checkpoint = None

optimizer
  AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 5e-05
    maximize: False
    weight_decay: 0.01
)

** start training here! **
   batch_size = 6 
   experiment = ['segformer-mit', 'run_train_fold1.py']
                     |-------------- VALID---------|---- TRAIN/BATCH ----------------
rate     iter  epoch | dice   loss   tp     tn     | loss           | time           
-------------------------------------------------------------------------------------
5.00e-5   00004968* 108.00 | 0.792  0.084  0.0000  0.000   | 0.053  0.060   |  0 hr 46 min
5.00e-5   00005106* 111.00 | 0.771  0.101  0.0000  0.000   | 0.054  0.059   |  0 hr 47 min
5.00e-5   00005244* 114.00 | 0.787  0.093  0.0000  0.000   | 0.053  0.059   |  0 hr 49 min
5.00e-5   00005382* 117.00 | 0.788  0.089  0.0000  0.000   | 0.048  0.053   |  0 hr 50 min
5.00e-5   00005520* 120.00 | 0.791  0.081  0.0000  0.000   | 0.053  0.059   |  0 hr 51 min
5.00e-5   00005658* 123.00 | 0.798  0.096  0.0000  0.000   | 0.048  0.055   |  0 hr 53 min
5.00e-5   00005796* 126.00 | 0.781  0.092  0.0000  0.000   | 0.049  0.054   |  0 hr 54 min
5.00e-5   00005934* 129.00 | 0.786  0.092  0.0000  0.000   | 0.047  0.053   |  0 hr 55 min
5.00e-5   00006072* 132.00 | 0.778  0.105  0.0000  0.000   | 0.053  0.060   |  0 hr 56 min
5.00e-5   00006210* 135.00 | 0.788  0.099  0.0000  0.000   | 0.050  0.056   |  0 hr 58 min
5.00e-5   00006348* 138.00 | 0.770  0.119  0.0000  0.000   | 0.051  0.055   |  0 hr 59 min
5.00e-5   00006486* 141.00 | 0.792  0.097  0.0000  0.000   | 0.051  0.057   |  1 hr 00 min
5.00e-5   00006624* 144.00 | 0.793  0.096  0.0000  0.000   | 0.046  0.051   |  1 hr 02 min
5.00e-5   00006762* 147.00 | 0.790  0.109  0.0000  0.000   | 0.043  0.049   |  1 hr 03 min
5.00e-5   00006900* 150.00 | 0.801  0.101  0.0000  0.000   | 0.046  0.051   |  1 hr 04 min
5.00e-5   00007038* 153.00 | 0.788  0.094  0.0000  0.000   | 0.050  0.057   |  1 hr 05 min
5.00e-5   00007176* 156.00 | 0.783  0.098  0.0000  0.000   | 0.046  0.051   |  1 hr 07 min
5.00e-5   00007314* 159.00 | 0.784  0.101  0.0000  0.000   | 0.043  0.050   |  1 hr 08 min
5.00e-5   00007452* 162.00 | 0.799  0.095  0.0000  0.000   | 0.044  0.050   |  1 hr 09 min
5.00e-5   00007590* 165.00 | 0.805  0.101  0.0000  0.000   | 0.046  0.053   |  1 hr 11 min
5.00e-5   00007728* 168.00 | 0.803  0.092  0.0000  0.000   | 0.046  0.052   |  1 hr 12 min
5.00e-5   00007866* 171.00 | 0.803  0.102  0.0000  0.000   | 0.042  0.048   |  1 hr 13 min
5.00e-5   00008004* 174.00 | 0.796  0.103  0.0000  0.000   | 0.044  0.050   |  1 hr 14 min
5.00e-5   00008142* 177.00 | 0.800  0.102  0.0000  0.000   | 0.041  0.047   |  1 hr 16 min
5.00e-5   00008280* 180.00 | 0.801  0.110  0.0000  0.000   | 0.044  0.050   |  1 hr 17 min
5.00e-5   00008418* 183.00 | 0.799  0.115  0.0000  0.000   | 0.039  0.046   |  1 hr 18 min
5.00e-5   00008556* 186.00 | 0.796  0.100  0.0000  0.000   | 0.054  0.060   |  1 hr 20 min
5.00e-5   00008694* 189.00 | 0.785  0.105  0.0000  0.000   | 0.043  0.049   |  1 hr 21 min
5.00e-5   00008832* 192.00 | 0.800  0.098  0.0000  0.000   | 0.039  0.045   |  1 hr 22 min
5.00e-5   00008970* 195.00 | 0.800  0.105  0.0000  0.000   | 0.044  0.051   |  1 hr 24 min
5.00e-5   00009108* 198.00 | 0.806  0.100  0.0000  0.000   | 0.043  0.050   |  1 hr 25 min
5.00e-5   00009246* 201.00 | 0.798  0.098  0.0000  0.000   | 0.039  0.044   |  1 hr 26 min
5.00e-5   00009384* 204.00 | 0.806  0.098  0.0000  0.000   | 0.046  0.051   |  1 hr 27 min
5.00e-5   00009522* 207.00 | 0.816  0.097  0.0000  0.000   | 0.042  0.049   |  1 hr 29 min
5.00e-5   00009660* 210.00 | 0.801  0.105  0.0000  0.000   | 0.040  0.046   |  1 hr 30 min
5.00e-5   00009798* 213.00 | 0.805  0.108  0.0000  0.000   | 0.039  0.046   |  1 hr 31 min
5.00e-5   00009936* 216.00 | 0.809  0.101  0.0000  0.000   | 0.037  0.043   |  1 hr 33 min
5.00e-5   00010074* 219.00 | 0.799  0.110  0.0000  0.000   | 0.039  0.048   |  1 hr 34 min
5.00e-5   00010212* 222.00 | 0.812  0.108  0.0000  0.000   | 0.039  0.046   |  1 hr 35 min
5.00e-5   00010350* 225.00 | 0.793  0.109  0.0000  0.000   | 0.045  0.053   |  1 hr 36 min
5.00e-5   00010488* 228.00 | 0.798  0.115  0.0000  0.000   | 0.037  0.045   |  1 hr 38 min
5.00e-5   00010626* 231.00 | 0.808  0.108  0.0000  0.000   | 0.039  0.046   |  1 hr 39 min
5.00e-5   00010764* 234.00 | 0.806  0.110  0.0000  0.000   | 0.039  0.045   |  1 hr 40 min
5.00e-5   00010902* 237.00 | 0.807  0.108  0.0000  0.000   | 0.037  0.043   |  1 hr 42 min
5.00e-5   00011040* 240.00 | 0.810  0.111  0.0000  0.000   | 0.037  0.043   |  1 hr 43 min
5.00e-5   00011178* 243.00 | 0.800  0.113  0.0000  0.000   | 0.036  0.043   |  1 hr 44 min
5.00e-5   00011316* 246.00 | 0.813  0.113  0.0000  0.000   | 0.033  0.039   |  1 hr 46 min
5.00e-5   00011454* 249.00 | 0.798  0.115  0.0000  0.000   | 0.038  0.046   |  1 hr 47 min
5.00e-5   00011592* 252.00 | 0.805  0.114  0.0000  0.000   | 0.037  0.045   |  1 hr 48 min
5.00e-5   00011730* 255.00 | 0.809  0.108  0.0000  0.000   | 0.037  0.044   |  1 hr 49 min
5.00e-5   00011868* 258.00 | 0.804  0.112  0.0000  0.000   | 0.034  0.040   |  1 hr 51 min
5.00e-5   00012006* 261.00 | 0.809  0.116  0.0000  0.000   | 0.038  0.045   |  1 hr 52 min
5.00e-5   00012144* 264.00 | 0.793  0.122  0.0000  0.000   | 0.037  0.044   |  1 hr 53 min
5.00e-5   00012282* 267.00 | 0.796  0.111  0.0000  0.000   | 0.039  0.046   |  1 hr 55 min
5.00e-5   00012420* 270.00 | 0.808  0.109  0.0000  0.000   | 0.035  0.043   |  1 hr 56 min
5.00e-5   00012558* 273.00 | 0.808  0.112  0.0000  0.000   | 0.037  0.044   |  1 hr 57 min
5.00e-5   00012696* 276.00 | 0.813  0.111  0.0000  0.000   | 0.037  0.045   |  1 hr 58 min
5.00e-5   00012834* 279.00 | 0.815  0.105  0.0000  0.000   | 0.035  0.042   |  2 hr 00 min
5.00e-5   00012972* 282.00 | 0.797  0.119  0.0000  0.000   | 0.038  0.045   |  2 hr 01 min
5.00e-5   00013110* 285.00 | 0.804  0.123  0.0000  0.000   | 0.036  0.042   |  2 hr 02 min
5.00e-5   00013248* 288.00 | 0.790  0.126  0.0000  0.000   | 0.033  0.040   |  2 hr 04 min
5.00e-5   00013386* 291.00 | 0.806  0.122  0.0000  0.000   | 0.033  0.040   |  2 hr 05 min
5.00e-5   00013524* 294.00 | 0.797  0.111  0.0000  0.000   | 0.037  0.045   |  2 hr 06 min
5.00e-5   00013662* 297.00 | 0.797  0.120  0.0000  0.000   | 0.040  0.046   |  2 hr 07 min
5.00e-5   00013800* 300.00 | 0.804  0.115  0.0000  0.000   | 0.035  0.041   |  2 hr 09 min
